Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1225.6,1229.8,52.25,26.0969,0.9641,8.8102,7.607,0.4836,4.2943,918.9765,1.2242,7.3056,1.8597,5.4459,0,0,0,0,0,0,0.0081,1.7369,0.0385,0.3568,0,0.3568,0.0627,13.4245,0.2579,1.7909,0,1.7909,1.842,394.1935,0.3821,2.9408,1.1664,1.7744,1.4052,300.7062,0.2034,2.0154,0.9898,1.0257,19.6614,4207.5444,1.9129,24.6773,16.148,8.5293,0.4325,92.5607,0.2277,1.0531,0,1.0531,0.4088,87.473,0.0959,0.6769,0.2436,0.4333,12.5263,2680.6357,1.9645,17.9579,9.5267,8.4312,121.25,39.4279,0.9801,13.3173,11.5,0.4365,2.0278,2.2089,7.3056,0,0.1915,0.9991,9.4109,0,0.0506,0.1139,0.7808,0,0.7272,1.4094,9.4208,0,1.7927,0.4852,3.1956,0.7192,1.5316,0.3271,2.6923,0.542,18.6389,3.8779,28.5829,6.9528,0.3691,0.2547,1.3428,0,0.5017,0.1505,0.992,0.2436,12.8006,2.9663,22.4323,5.6813,0.238,0.527,2.6651,0,0.3427,1.3181,9.4109,0,0.0842,0.1397,0.7808,0,1.2519,1.6976,9.4208,0,1.7537,0.5508,3.1956,0.7192,1.6314,0.3695,2.6923,0.542,17.8315,4.7526,28.5829,6.9528,0.319,0.264,1.3428,0,0.5751,0.1451,0.992,0.2504,13.0172,3.5527,22.4323,5.6813,0.434
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,474.6,1227.6,10.5,11.6604,0.9704,4.1771,3.3223,0.5103,2.9004,130.5198,1.3841,6.1618,0.5487,5.6131,0,0,0,0,0,0,0.026,1.169,0.0688,0.3065,0,0.3065,2.4967,112.3503,1.1264,5.358,0,5.358,1.7459,78.5658,0.2811,2.3435,1.1327,1.2109,2.1975,98.8888,0.3935,3.4579,1.5337,1.9241,15.5142,698.1385,1.2349,18.4983,13.1489,5.3494,0.1431,6.4379,0.1486,0.6447,0,0.6447,0.8716,39.2224,0.0892,1.0183,0.698,0.3203,14.0049,630.2212,1.8496,19.2534,11.4822,7.7712,52,25.5249,1,8.5583,7.5,0.4723,0.6732,1.3454,6.1618,0,0.0035,0.0333,0.4167,0,0.3144,0.3113,1.3322,0,2.737,1.5288,6.8606,0,1.7037,0.363,2.8294,0.8105,2.1775,0.5169,3.5331,1.2364,14.731,1.2994,18.4983,11.7107,0.1471,0.1481,0.6447,0,0.8487,0.0983,1.0441,0.6602,11.9928,2.7758,19.2534,7.0081,0.0621,0.218,1.6915,0,0.0045,0.0376,0.4167,0,0.3935,0.3051,1.3322,0,2.8029,1.6185,6.8606,0,1.6921,0.3823,2.8294,0.8105,2.172,0.5468,3.5331,1.2364,14.5161,1.2358,17.2529,11.7107,0.1483,0.1484,0.6249,0,0.8424,0.1,1.0441,0.6602,11.4408,2.7358,17.134,7.0081,0.2034
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,785.7,1232,88,48.0096,0.4798,14.7816,9.6559,0.7992,5.5659,1964.7568,2.1559,14.6354,1.9821,12.6532,0.0157,5.5494,0.1307,1.5285,0,1.5285,0.1017,35.9152,0.1695,0.8735,0,0.8735,0.8319,293.6478,1.0772,4.2835,0,4.2835,2.0365,718.8918,0.4919,3.218,0.8515,2.3666,1.4014,494.6995,0.3003,2.2311,0.623,1.6081,17.4602,6163.4629,2.9853,22.8673,10.1325,12.7348,0.0918,32.4097,0.1219,0.6881,0,0.6881,0.5547,195.8147,0.0863,0.8322,0.3547,0.4775,13.5546,4784.7651,2.6712,21.364,7.6756,13.6884,207.25,55.2091,0.8544,19.2688,14.2901,0.6903,2.876,2.8566,14.6354,0,0.015,0.117,1.536,0,0.2075,0.232,1.0832,0,1.1016,1.0755,4.6163,0,1.858,0.4549,3.218,0.8515,1.3945,0.3472,2.7247,0.5726,14.7615,3.6779,22.8673,7.106,0.0861,0.1182,0.7189,0,0.5706,0.0968,0.8624,0.3419,12.1119,2.7131,21.364,6.5257,0.8813,1.19,5.1608,0,0.0145,0.1057,1.536,0,0.2859,0.2409,1.0832,0,1.3017,1.0306,4.6163,0,1.7257,0.3743,2.9603,0.9045,1.3895,0.3785,2.7247,0.5726,12.7601,2.7476,20.9208,7.106,0.0819,0.1153,0.7189,0,0.5824,0.1025,0.8624,0.3419,11.0421,2.2022,18.0093,6.5257,0.4255
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,959.89,1229.3,39.25,23.7876,0.8717,8.0001,6.8227,0.4587,6.9001,1097.1135,3.0353,20.2735,2.8729,17.4006,0.0192,3.0449,0.1168,1.1341,0,1.1341,0.0049,0.7809,0.032,0.3302,0,0.3302,1.6824,267.5041,1.2008,6.2964,0,6.2964,1.3729,218.2871,0.2769,2.0631,0.7071,1.356,1.7341,275.7238,0.3228,2.8192,1.088,1.7312,12.8218,2038.6631,1.6997,16.5742,8.4913,8.0829,0.5329,84.7354,0.3181,1.6858,0.0091,1.6767,0.6293,100.0563,0.1058,0.9595,0.4233,0.5361,13.4553,2139.3894,2.106,19.0058,9.4484,9.5573,104.5,36.8956,0.9647,12.4311,10.9652,0.3895,3.0553,3.6602,20.2735,0,0.0885,0.4101,3.6753,0,0.033,0.1283,1.274,0,1.722,1.3447,7.6477,0,1.3543,0.3237,2.5691,0.4756,1.7481,0.4164,2.8192,0.4237,12.3318,2.3341,22.2053,3.7811,0.5378,0.3016,1.6858,0.0091,0.6652,0.1249,1.0449,0.3601,12.5212,2.4338,19.0058,4.8799,0.704,1.1735,4.9631,0,0.1309,0.5083,3.6753,0,0.0502,0.1586,1.274,0,1.7461,1.4273,7.6477,0,1.343,0.3492,2.5691,0.4756,1.7567,0.4648,2.8064,0.4237,12.0321,2.6063,22.2053,3.7811,0.5407,0.2915,1.386,0.0214,0.6871,0.1307,1.0449,0.3601,11.95,2.4476,17.102,4.8799,0.3793
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Astrocyte,PathAnnotationObject,Polygon,1291.5,1228.3,21.5,18.8353,0.7616,7.8135,3.6367,0.8934,13.5166,1202.9799,3.9122,21.317,4.4944,16.8226,0,0,0,0,0,0,0,0,0,0,0,0,4.4654,397.4218,2.8406,15.8466,1.5081,14.3385,1.8034,160.5024,0.2813,2.7132,1.2263,1.4869,2.4371,216.8994,0.595,3.9684,1.4275,2.5409,14.9882,1333.9515,1.5063,17.9206,11.4624,6.4582,0.1085,9.6553,0.1123,0.4379,0,0.4379,0.9491,84.4719,0.0583,1.0505,0.785,0.2655,16.578,1475.4454,1.5066,20.1054,13.8481,6.2573,77.75,32.7134,0.913,12.2763,8.0815,0.7605,4.4363,6.2612,21.317,0,0.0652,0.265,2.2103,0,0.0671,0.1344,0.9231,0,5.613,3.4632,18.201,0.8395,1.7501,0.2802,2.7132,0.8124,2.4872,0.4995,3.9684,1.4275,13.9579,2.2895,19.3463,7.8629,0.1238,0.122,0.5806,0,0.8683,0.0994,1.1161,0.5719,15.4996,2.2738,21.2662,8.7844,0.8284,1.6812,8.3863,0,0.0912,0.3097,2.2103,0,0.0937,0.1509,0.9231,0,6.0689,3.5864,18.201,0.8395,1.7289,0.2775,2.6453,0.8124,2.5071,0.456,3.934,1.4642,13.5486,2.4179,19.3463,7.8629,0.1299,0.1254,0.5806,0,0.8362,0.094,1.1161,0.5719,15.0711,2.3852,21.2662,8.7844,0.2716
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,812.89,1231.2,67.5,30.4659,0.9139,10.3527,8.989,0.5019,8.8256,2427.0413,2.7964,16.5949,3.3434,13.2515,0.0077,2.1072,0.0565,0.6073,0,0.6073,0.0331,9.09,0.0758,0.4336,0,0.4336,0.7595,208.8516,0.9615,3.9639,0,3.9639,1.8865,518.7852,0.3912,2.9888,0.5829,2.4059,1.5099,415.2216,0.4295,2.7946,0.708,2.0867,15.176,4173.4116,2.7507,21.2887,4.4426,16.8461,0.0817,22.4642,0.1007,0.5045,0,0.5045,0.6205,170.634,0.2022,1.0494,0.2046,0.8447,12.931,3556.0254,1.9384,18.6273,8.1732,10.4542,148.25,43.8602,0.9684,14.7072,13,0.4132,4.4913,4.5521,16.5949,0,0.264,1.0636,11.3269,0,0.0969,0.1423,0.8725,0,1.4822,2.2772,15.4502,0,1.643,0.5104,2.9888,0,1.4624,0.5124,2.7946,0.2149,12.5781,4.1945,21.6305,2.0391,0.0826,0.101,0.6412,0,0.6186,0.1995,1.0494,0.1467,11.6415,3.2917,19.6042,2.8744,0.743,1.2438,6.0068,0,0.4857,1.4154,11.3269,0,0.1522,0.1621,0.8725,0,2.1073,2.8355,15.4502,0,1.4324,0.5083,2.8822,0,1.4214,0.572,2.6794,0.2149,10.3315,3.924,21.6305,2.0391,0.0834,0.1014,0.6412,0,0.617,0.1974,0.9677,0.1467,10.5264,3.7811,19.6042,2.8744,0.4478
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1038.8,1228.1,12.5,13.0947,0.9161,4.6179,3.4426,0.6376,3.7034,192.5761,1.7439,8.1488,1.2167,6.932,0.0835,4.34,0.3025,1.865,0,1.865,0.0276,1.4376,0.0647,0.374,0,0.374,2.5131,130.6818,0.5402,3.639,1.2077,2.4313,1.423,73.9966,0.3184,2.1435,0.9017,1.2419,2.2085,114.8396,0.267,2.7582,1.6085,1.1497,14.0966,733.0231,1.1536,16.0186,12.053,3.9656,0.319,16.5882,0.1671,0.8364,0.0505,0.7858,0.7509,39.0465,0.0515,0.8332,0.5952,0.2379,15.0405,782.1054,1.7756,19.3921,12.7746,6.6175,52,25.8604,0.9771,9.1705,7.3067,0.5521,1.053,1.7924,8.1488,0,0.4865,1.3108,7.2847,0,0.0602,0.1139,0.6566,0,2.888,1.0503,5.9474,0.19,1.3107,0.2809,2.1435,0.5795,2.3829,0.5061,3.9878,1.5035,13.0129,1.551,16.2544,8.9694,0.3236,0.1992,1.005,0,0.6959,0.0742,0.8332,0.5139,13.952,1.9214,19.3921,10.094,0.1696,0.3845,2.0064,0,0.6209,1.4805,7.2847,0,0.0711,0.1244,0.6566,0,3.013,1.1465,5.9474,0.19,1.2733,0.2576,1.9009,0.5795,2.441,0.5523,3.9878,1.5035,12.6517,1.4999,16.2544,8.9694,0.3252,0.2093,1.005,0,0.6775,0.0716,0.809,0.5139,13.5892,1.8338,19.1115,10.094,0.2358
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,572.48,1230.3,49,25.0647,0.9801,8.3709,7.4952,0.4258,12.2632,2428.1172,3.7153,23.7844,5.3743,18.4101,0,0,0,0,0,0,0.0084,1.6618,0.05,0.529,0,0.529,0.3022,59.8407,0.7732,5.3002,0,5.3002,1.7925,354.9167,0.5589,3.1283,0.8579,2.2704,1.3388,265.0855,0.2598,2.3176,0.8945,1.4232,20.4548,4050.0417,2.26,27.0798,15.1937,11.8862,0.2072,41.0249,0.1858,0.8467,0,0.8467,0.4976,98.5187,0.1661,0.8329,0.2292,0.6038,12.4993,2474.8608,2.2902,17.5887,8.848,8.7408,109.5,38.2771,0.9392,12.9552,10.7895,0.5417,6.1706,6.2633,23.7844,0,0.1527,0.8018,7.6357,0,0.1619,0.2563,1.4309,0,1.1554,1.4704,5.4081,0,1.7654,0.4775,3.1283,0.8579,1.3715,0.258,2.3176,0.7175,17.8922,3.4662,27.0798,9.0615,0.1917,0.1889,1.1432,0,0.5575,0.1471,0.9314,0.2292,12.4035,2.6567,20.8536,7.716,1.1232,1.9939,9.1039,0,0.2792,1.0687,7.6357,0,0.289,0.2872,1.4309,0,1.8621,1.5358,5.4081,0,1.7429,0.3976,2.8527,0.9191,1.3986,0.2538,2.1001,0.7175,15.7692,2.7916,22.4802,9.0615,0.1788,0.1909,1.1432,0,0.6072,0.1064,0.9314,0.3529,12.3242,2.9283,20.8536,7.716,0.4394
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,618.78,1231.3,75,32.7586,0.8783,10.8609,9.6991,0.5112,6.5927,2004.1832,2.0639,12.8709,2.7482,10.1227,0,0,0,0,0,0,0.0418,12.6928,0.1,0.675,0,0.675,0.2643,80.3596,0.5199,2.8086,0,2.8086,1.5687,476.8882,0.342,2.8082,0.8683,1.9399,1.1524,350.3214,0.312,1.9517,0.4718,1.4798,13.2126,4016.627,2.3921,20.6216,8.1553,12.4663,0.202,61.4009,0.1607,0.8767,0,0.8767,0.5602,170.304,0.1555,1.102,0.273,0.829,9.8995,3009.4348,1.5157,13.8305,6.5844,7.246,150.5,45.9029,0.8976,15.2374,13.611,0.5334,3.7133,3.3771,12.8709,0,0.0263,0.1726,2.0857,0,0.1089,0.1745,1.0452,0,0.597,0.8669,4.2447,0,1.5471,0.3834,2.8082,0.7497,1.2751,0.3579,2.3985,0.4386,13.161,3.5383,21.9599,4.5711,0.1845,0.1642,0.8767,0,0.6384,0.186,1.1203,0.273,9.7476,1.8906,14.9569,4.6227,0.7858,1.2846,5.2957,0,0.053,0.2424,2.0857,0,0.1771,0.205,1.0452,0,0.9353,1.0078,4.2447,0,1.5252,0.4208,2.6977,0.7497,1.3999,0.3589,2.3985,0.4386,13.1086,4.4122,21.9599,4.5711,0.1668,0.166,0.8715,0,0.7179,0.1809,1.1203,0.2933,9.5932,2.1995,14.9569,4.6227,0.4936
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1017,1232.5,58.75,28.7155,0.8953,10.7082,6.9261,0.7719,6.7191,1585.6993,1.822,12.6652,2.7577,9.9075,0,0,0,0,0,0,0,0,0,0,0,0,0.1329,31.3566,0.5179,5.0491,0,5.0491,1.5095,356.2353,0.5334,3.094,0.6605,2.4335,1.5271,360.4052,0.3234,2.6436,0.965,1.6786,20.2575,4780.7788,3.1323,28.6118,13.2112,15.4006,0.9954,234.9109,0.4319,2.0054,0,2.0054,0.3112,73.4361,0.1539,0.732,0.1123,0.6197,11.5136,2717.2007,1.9364,16.6001,8.1869,8.4132,133,42.2696,0.9354,15.0132,11.1234,0.6448,3.1706,3.4305,12.6652,0,0.3347,1.2261,8.153,0,0.018,0.0614,0.5511,0,2.0288,2.9727,18.5153,0,1.3646,0.5532,3.3967,0,1.7676,0.4972,3.1314,0.8194,16.1753,5.2219,28.6118,6.1491,0.7077,0.4729,2.0054,0,0.4704,0.1917,0.8288,0.1123,12.0551,2.3409,19.308,7.0872,0.3698,0.7926,3.6634,0,0.5988,1.5922,8.153,0,0.0321,0.0793,0.5511,0,3.5252,3.245,18.5153,0,1.2503,0.5425,3.3967,0,1.9575,0.5277,3.1314,0.8194,12.9532,4.1848,24.0855,6.1491,0.4806,0.3692,1.7701,0,0.596,0.106,0.8288,0.2809,12.4826,2.5391,19.308,7.0872,0.4416
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Astrocyte,PathAnnotationObject,Polygon,599.27,1230.6,24.25,17.6787,0.975,5.9786,5.3208,0.4264,20.1565,1955.1804,5.4961,31.0676,9.047,22.0206,0.064,6.2071,0.3199,1.9961,0,1.9961,0.0008,0.0798,0.0033,0.0232,0,0.0232,2.3206,225.098,0.9588,4.7221,0.0222,4.6999,1.5373,149.1191,0.33,2.2116,0.6594,1.5522,2.0488,198.7333,0.4625,3.6697,1.1765,2.4931,10.6369,1031.7827,0.8734,12.3501,8.0947,4.2554,0.1529,14.8302,0.1384,0.5676,0,0.5676,0.8472,82.177,0.0863,1.0677,0.5658,0.5019,14.4688,1403.4717,2.2615,21.3276,10.3341,10.9935,71.25,30.3754,0.9704,10.0626,9.2141,0.2957,7.9893,9.5428,31.0676,0,0.1778,0.5885,4.2335,0,0.0944,0.159,0.6569,0,2.2861,1.1717,5.1026,0.0222,1.4827,0.3716,2.7135,0.6145,1.9281,0.5861,3.6697,0.8023,10.6911,1.5761,15.8531,6.6548,0.144,0.1535,0.8982,0,0.7704,0.1556,1.203,0.3743,12.96,3.4479,22.2606,6.3856,1.7448,2.6536,10.7633,0,0.2361,0.6801,4.2335,0,0.1424,0.1774,0.6569,0,2.2684,1.2693,5.1026,0.0274,1.4547,0.389,2.7135,0.6145,1.8661,0.6325,3.5153,0.8023,10.7189,1.8369,15.8531,6.6548,0.1395,0.1609,0.8982,0,0.731,0.1682,1.203,0.3743,12.1857,3.6922,22.2606,6.3856,0.3294
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1319.1,1231,25.25,18.985,0.8803,6.4344,5.2006,0.5826,4.7043,498.6542,1.4762,8.5358,1.8021,6.7337,0,0,0,0,0,0,0.2484,26.3251,0.327,1.6589,0,1.6589,3.6563,387.5671,1.0981,5.8655,0.2322,5.6333,1.4623,155.001,0.4135,3.1581,0.5551,2.603,1.9309,204.6763,0.3017,2.8405,1.0612,1.7793,14.6504,1552.9438,2.2378,22.1226,11.7507,10.3719,0.1885,19.9822,0.1598,0.8354,0,0.8354,0.8125,86.1273,0.0854,1.0189,0.6326,0.3863,14.041,1488.3444,1.3436,17.5674,11.3811,6.1863,69.25,30.7659,0.9194,10.969,8.7207,0.5324,2.2844,2.3231,8.5358,0,0,0,0,0,0.3751,0.4265,2.6876,0,3.3898,1.4794,7.0785,0,1.576,0.4221,3.2984,0.5551,1.974,0.3336,2.8405,0.8963,14.9644,2.5817,24.7773,10.2436,0.1711,0.1583,0.9482,0,0.8266,0.1044,1.079,0.4845,13.2034,1.8865,17.5674,9.0142,0.7931,1.24,4.6863,0,0,0,0,0,0.4532,0.4615,2.6876,0,3.2256,1.6534,7.0785,0,1.6461,0.413,3.2984,0.9157,2.0006,0.35,2.7573,0.8963,15.1579,2.761,24.7773,10.2436,0.1603,0.157,0.9482,0,0.8354,0.1139,1.079,0.4845,12.6873,1.9884,16.6187,9.0142,0.356
