Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1009,1118.8,36,21.814,0.9507,8.1205,5.6675,0.7122,8.3162,1214.1628,2.4826,16.5695,3.7159,12.8535,0,0,0,0,0,0,0.0063,0.9229,0.0556,0.5818,0,0.5818,0,0,0,0,0,0,2.3334,340.6797,0.4602,3.9211,1.4809,2.4402,2.2226,324.4946,0.2784,3.0769,1.6685,1.4084,29.2485,4270.2793,3.3431,39.9916,22.7278,17.2637,0.3067,44.7849,0.3217,1.7724,0,1.7724,0.5548,81.0077,0.2259,1.2403,0.2752,0.9651,15.7255,2295.9297,2.139,22.4336,12.7184,9.7153,89.5,34.7604,0.9308,12.7077,9.428,0.6414,3.7391,4.2109,16.5695,0,0,0,0,0,0.019,0.0851,0.702,0,0.0509,0.2711,3.4907,0,2.2688,0.7241,4.2757,0.9327,2.149,0.5092,3.2055,0.9606,27.4611,7.2917,41.8974,11.6396,0.4309,0.3993,2.0384,0,0.7234,0.3531,1.646,0.2752,14.7605,3.3994,24.1554,7.6333,0.6018,1.188,5.4627,0,0,0,0,0,0.0276,0.0996,0.702,0,0.0858,0.348,3.4907,0,2.2245,0.8577,4.2757,0.9327,2.0985,0.6152,3.2055,0.9606,26.236,8.8562,41.8974,11.6396,0.516,0.4249,2.0384,0,0.839,0.3778,1.646,0.3782,14.099,3.912,24.1554,7.6333,0.3933
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,983.2,1120.7,74,34.3857,0.7865,12.4863,7.9816,0.7862,5.2358,1555.0334,1.7898,12.6897,1.2836,11.4061,0,0,0,0,0,0,0.0019,0.5736,0.0219,0.3408,0,0.3408,0.0575,17.085,0.3015,2.6607,0,2.6607,1.9173,569.4335,0.6021,3.6774,0.7488,2.9286,2.1118,627.198,0.3924,3.4096,1.2776,2.132,25.5704,7594.4023,4.6164,36.6294,14.9282,21.7012,0.241,71.5765,0.2819,1.3881,0,1.3881,0.6107,181.3677,0.1111,0.9728,0.4186,0.5542,14.0565,4174.793,2.5176,20.1715,8.5268,11.6447,161.75,47.6816,0.894,17.1312,12.566,0.6637,2.6919,2.7212,12.6897,0,0,0,0,0,0.0161,0.0728,0.7707,0,0.2539,0.7148,5.282,0,1.6652,0.6071,3.8404,0.4231,1.9993,0.4836,3.6133,0.8611,21.8951,6.1809,36.6294,8.2411,0.2382,0.2821,1.4688,0,0.6423,0.1232,1.0184,0.4186,12.6574,2.8326,20.1715,7.0791,0.5455,0.9346,4.2373,0,0,0,0,0,0.028,0.0952,0.7707,0,0.4195,0.8981,5.282,0,1.4525,0.5249,3.8404,0.4231,1.9044,0.5313,3.6133,0.8611,18.794,5.6109,34.5966,8.2411,0.2359,0.2828,1.4688,0,0.669,0.1268,1.0184,0.4369,11.4768,2.5324,19.9065,7.0791,0.456
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,945.8,1119.8,31.5,21.1563,0.8844,7.3766,5.7551,0.6074,5.8415,776.9169,1.7548,10.3362,2.3882,7.9479,0,0,0,0,0,0,0.0135,1.7895,0.0715,0.6812,0,0.6812,1.8769,249.6273,1.6206,5.3688,0,5.3688,2.3274,309.5433,0.7365,4.061,1.0447,3.0162,2.2632,301.0015,0.409,3.2025,1.3312,1.8713,23.1179,3074.677,3.342,30.583,14.5811,16.0019,0.2249,29.9119,0.2701,1.3064,0,1.3064,0.762,101.3453,0.1353,1.1171,0.5431,0.574,15.5207,2064.2534,2.1087,20.3243,12.0654,8.2589,92.75,35.001,0.9514,11.8123,10,0.5212,2.3068,2.8877,10.3362,0,0.1973,0.8481,8.4793,0,0.0251,0.1022,0.8712,0,1.8041,1.6226,7.2684,0,1.9226,0.7506,4.061,0.2009,1.9709,0.513,3.2959,0.5629,19.8556,5.5837,33.1906,7.4961,0.1743,0.229,1.3064,0,0.8158,0.1652,1.2814,0.3781,15.0409,3.5491,24.7096,7.1278,0.3641,0.7544,3.3052,0,0.3058,1.0406,8.4793,0,0.0315,0.1154,0.8712,0,1.764,1.6257,7.2684,0,1.7001,0.661,3.8779,0.2009,1.8103,0.4937,3.2959,0.5629,18.0627,5.759,33.1906,7.4961,0.1465,0.198,1.1111,0,0.8453,0.1729,1.2814,0.3781,14.7773,4.1128,24.7096,7.1278,0.3472
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,570.33,1119,9.5,11.3878,0.9206,4.1504,2.8653,0.7035,2.8944,115.7759,1.4288,5.4527,0.6701,4.7827,4.0661,162.6441,1.3147,7.221,1.3236,5.8973,0,0,0,0,0,0,3.7967,151.8673,1.4188,6.7188,0.8214,5.8974,2.5523,102.0906,0.3691,3.1813,1.9123,1.269,1.4201,56.8059,0.4038,2.1881,0.5777,1.6104,14.9792,599.1673,1.685,18.6466,11.8095,6.8372,0.0393,1.5712,0.0948,0.4337,0,0.4337,0.7647,30.5894,0.1171,0.987,0.5502,0.4368,27.8028,1112.111,3.0766,32.375,20.9004,11.4746,45,24.5243,0.9402,8.609,6.4531,0.6479,0.6729,1.364,5.4527,0,2.2713,2.1766,9.1592,0,0.0886,0.1996,1.0243,0,2.5375,2.1287,8.9212,0,2.0176,0.5969,3.3989,0.6255,1.442,0.5325,2.7342,0.3859,16.3562,4.6805,29.4442,6.747,0.0557,0.1212,0.6729,0,0.7955,0.1778,1.2355,0.357,19.7196,6.1804,32.375,6.6846,0.0471,0.1713,1.4021,0,1.7657,2.1053,9.1592,0,0.1135,0.2198,1.0243,0,2.1828,2.1642,8.9212,0,1.867,0.562,3.3989,0.6255,1.4482,0.5645,2.7342,0.3859,16.744,5.1621,29.4442,6.747,0.0603,0.1276,0.6729,0,0.8042,0.1909,1.2355,0.357,17.4426,4.7601,28.9995,6.6846,0.1893
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,560.34,1120.4,16.25,16.1989,0.7782,5.6576,4.3967,0.6162,2.841,193.1868,0.6095,4.403,1.5083,2.8947,0,0,0,0,0,0,0.005,0.339,0.0307,0.2308,0,0.2308,0,0,0,0,0,0,1.6368,111.3058,0.2898,2.3743,1.253,1.1212,1.6267,110.6134,0.2327,2.183,1.1534,1.0296,26.6019,1808.9305,2.9996,34.1815,18.6694,15.5121,0.1615,10.9791,0.1983,0.9978,0,0.9978,0.5864,39.8781,0.0984,0.8992,0.4521,0.447,13.3797,909.8173,1.2766,16.7264,11.1095,5.617,67,29.6196,0.9597,10.061,8.9401,0.4068,1.2201,1.3798,4.403,0,0.0119,0.101,1.0435,0,0.0639,0.174,0.9369,0,0.061,0.3525,3.1496,0,1.788,0.4808,3.1269,0.6096,1.6754,0.4288,2.5632,0.5944,25.2021,7.0824,36.4811,7.5203,0.1221,0.2043,0.9978,0,0.6497,0.1598,1.0925,0.292,13.8076,2.4957,19.7241,6.5941,0.6717,1.1096,3.8393,0,0.0159,0.1166,1.0435,0,0.0839,0.1967,0.9369,0,0.0817,0.406,3.1496,0,1.8392,0.5208,3.1269,0.6096,1.6918,0.4766,2.5632,0.5944,24.7285,7.9567,36.4811,7.5203,0.1088,0.2051,0.942,0,0.671,0.1707,1.0925,0.292,13.9524,2.778,19.7241,6.5941,0.2391
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,628.36,1121.6,28,19.314,0.9432,6.8648,5.6399,0.5289,10.9064,1286.9523,4.6051,26.3774,5.1254,21.252,0,0,0,0,0,0,0.0075,0.8901,0.0471,0.3919,0,0.3919,4.5219,533.5856,3.0304,10.1686,0,10.1686,3.7486,442.3358,0.9814,6.2977,2.1809,4.1168,3.3245,392.2958,0.5856,4.5137,2.1879,2.3259,35.3479,4171.0537,3.6132,41.036,20.1604,20.8755,0.0054,0.6415,0.0217,0.1637,0,0.1637,1.0599,125.0643,0.1552,1.3731,0.8005,0.5726,22.4259,2646.2551,1.7822,26.4637,16.2461,10.2177,86.25,33.209,0.9828,11.214,10,0.4021,4.2894,5.5686,26.3774,0,0,0,0,0,0.1623,0.302,1.8491,0,2.1843,2.7316,10.1686,0,3.153,1.014,6.2977,1.0443,2.3955,0.8871,4.5137,0.4258,28.5397,8.2171,41.036,7.9481,0.0303,0.0827,0.7815,0,0.9953,0.2608,1.6473,0.3663,18.9006,4.0969,26.4637,7.8045,0.9093,1.481,5.8839,0,0,0,0,0,0.2413,0.344,1.8491,0,0.9902,1.5435,6.5197,0,2.8488,0.8893,4.8616,1.0443,1.9209,0.5892,3.5468,0.4258,25.062,7.7197,39.3128,7.9481,0.043,0.0981,0.7815,0,0.9623,0.2957,1.6473,0.3663,17.0999,3.7614,25.4062,7.8045,0.3259
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1024.5,1120.3,10.75,11.7081,0.9855,4.1842,3.2039,0.5838,5.1762,232.9279,1.6751,8.1668,1.3478,6.819,6.0678,273.0515,3.2426,12.1626,0.8919,11.2707,0,0,0,0,0,0,3.6504,164.2661,1.7931,7.0106,0.3279,6.6827,1.3148,59.1642,0.6985,2.3895,0,2.3895,1.2892,58.0123,0.2882,1.7983,0.637,1.1613,10.0833,453.7464,2.3889,16.1607,5.8174,10.3433,0.116,5.2204,0.1443,0.5471,0,0.5471,0.6778,30.5013,0.0889,0.8871,0.4909,0.3962,20.2298,910.3428,4.1125,26.2664,10.9306,15.3358,50.25,25.3581,0.982,8.6236,7.5,0.4532,1.2289,2.2683,8.1668,0,1.9251,2.8988,12.1626,0,0.0249,0.0948,0.713,0,3.3575,3.1319,21.6718,0.0133,1.1262,0.4679,2.3895,0,1.3441,0.4631,3.297,0.377,10.0493,2.7287,17.4921,4.0903,0.1431,0.193,0.9776,0,0.613,0.1114,0.8871,0.3342,14.0742,4.4641,26.2664,7.9947,0.1047,0.3096,1.7797,0,0.7452,1.2429,5.9221,0,0.0319,0.1064,0.713,0,3.2741,3.4187,21.6718,0.0133,1.0724,0.3631,1.8105,0,1.3597,0.5015,3.297,0.377,10.0396,2.8249,17.4921,4.0903,0.1508,0.2045,0.9776,0,0.5945,0.1105,0.8561,0.3342,12.321,2.6354,20.0722,7.9947,0.1966
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1212.6,1121.4,37.5,22.6466,0.9188,8.1149,6.217,0.5654,12.8065,1933.7749,4.1408,24.642,6.0047,18.6373,0,0,0,0,0,0,0,0,0,0,0,0,0.5672,85.6415,1.1933,4.958,0,4.958,3.1687,478.4786,0.7943,4.9886,1.7282,3.2604,2.4389,368.2788,0.322,3.6072,1.4666,2.1406,30.4267,4594.4287,3.2279,37.9614,22.0682,15.8933,0.0769,11.6054,0.1498,0.8888,0,0.8888,0.9155,138.2352,0.1974,1.4092,0.6296,0.7796,18.8799,2850.8577,2.4854,26.1982,14.6376,11.5606,84.25,34.8047,0.874,12.5166,8.9003,0.6792,6.4938,6.7103,24.642,0,0.1042,0.6461,7.484,0,0.0773,0.2265,1.7162,0,1.3945,1.7184,6.6368,0,2.7321,0.8975,4.9886,0.8086,2.3309,0.471,3.611,1.195,26.1119,6.4192,40.4978,12.5901,0.0689,0.1427,0.8888,0,0.9489,0.1982,1.4768,0.5172,17.7091,3.6391,28.7033,9.5635,1.3691,2.9915,15.1695,0,0.1889,0.8614,7.484,0,0.14,0.2905,1.7162,0,2.0662,1.7879,6.6368,0,2.3776,0.8182,4.6415,0.8086,2.2431,0.5492,3.611,1.195,22.6091,6.2338,40.4978,12.5901,0.0624,0.1368,0.8101,0,0.9761,0.1951,1.4768,0.5172,16.7586,4.1251,28.7033,9.5635,0.435
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1131,1123.2,33,20.9231,0.9473,7.5382,5.4087,0.6876,11.9799,1593.3289,3.6631,22.2898,3.912,18.3778,0.0052,0.698,0.0427,0.3589,0,0.3589,0,0,0,0,0,0,11.9757,1592.7697,3.8598,20.1101,3.2369,16.8732,2.0652,274.6743,0.3716,3.1297,1.1785,1.9512,3.7185,494.5581,0.6328,4.7453,1.912,2.8333,25.3821,3375.8142,2.0778,29.1563,17.6391,11.5173,0.0569,7.5656,0.099,0.5038,0,0.5038,1.0181,135.4115,0.1599,1.4335,0.6203,0.8132,22.8509,3039.1699,2.089,26.6929,16.7656,9.9273,89,34.2971,0.9508,12.0173,9.2613,0.6253,5.6602,5.5779,22.2898,0,0.0592,0.3758,3.9402,0,0.044,0.1262,0.8296,0,6.7025,5.3703,20.1101,0,2.0911,0.4472,3.5131,0.8522,2.9572,1.0574,4.752,0.9444,23.2265,4.3734,30.6292,11.216,0.071,0.1211,0.7073,0,1.0182,0.2267,1.5399,0.4554,19.1285,4.1338,26.6929,9.7837,1.8911,1.8915,7.8671,0,0.0914,0.4712,3.9402,0,0.0702,0.1537,0.8296,0,3.5575,3.2658,12.3441,0,2.1066,0.4869,3.5131,0.8522,2.5032,0.9978,4.752,0.9444,21.9408,4.8553,30.6292,11.216,0.0794,0.1321,0.7073,0,1.0182,0.2588,1.5399,0.4554,16.9084,3.388,25.1282,9.7837,0.3611
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Astrocyte,PathAnnotationObject,Polygon,967.23,1123.5,14,13.9151,0.9086,4.7222,4.1453,0.3946,5.1563,314.5346,2.0621,9.9231,1.2187,8.7045,6.0293,367.7877,3.6868,16.6987,0.2218,16.4769,0,0,0,0,0,0,6.3291,386.0724,2.1872,11.9227,1.4067,10.5159,1.0112,61.6832,0.7965,2.7306,0,2.7306,1.8077,110.2689,0.4713,2.9563,0.9471,2.0092,12.851,783.9118,1.6007,16.0874,9.3688,6.7185,0.1529,9.3285,0.2495,1.1915,0,1.1915,0.7666,46.7607,0.1068,0.9366,0.5098,0.4268,24.3006,1482.3395,2.9646,30.7372,14.1131,16.6241,61,28.1251,0.9691,9.3029,8.5,0.3209,1.3668,2.4217,9.9231,0,4.5032,3.6275,16.6987,0,0.0024,0.0192,0.2191,0,5.3942,3.0318,15.9148,0.0404,0.8989,0.591,2.7306,0,1.7117,0.4653,2.9563,0.6777,11.4565,2.2409,17.6398,6.5541,0.1455,0.2123,1.1915,0,0.6991,0.1461,0.9981,0.3606,18.2879,5.1878,30.7372,7.2597,0.124,0.3624,2.455,0,4.0027,3.474,14.7382,0,0.0032,0.022,0.2191,0,5.0876,3.2076,15.9148,0.0404,0.8621,0.5032,2.0875,0,1.6802,0.4603,2.879,0.6777,10.9992,2.2349,17.6398,6.5541,0.1431,0.1993,1.1171,0,0.677,0.1507,0.9981,0.3606,16.316,4.136,27.8615,7.2597,0.2272
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1139.4,1125.6,20.25,18.7646,0.7227,6.9877,4.2961,0.8302,3.926,333.7083,1.2829,7.4624,1.0849,6.3774,0,0,0,0,0,0,0.0044,0.3699,0.0247,0.1795,0,0.1795,0.2058,17.4896,0.4963,2.5196,0,2.5196,2.0581,174.9406,0.4757,2.8221,0.7477,2.0744,1.661,141.1837,0.2422,2.3207,0.7616,1.5592,19.5406,1660.9475,1.5912,22.6887,11.3087,11.38,0.1025,8.7143,0.1226,0.5156,0,0.5156,0.7964,67.691,0.1368,1.0588,0.5452,0.5136,14.1428,1202.1403,1.6951,19.6034,8.907,10.6964,71,31.1873,0.9173,11.4214,8.0138,0.7014,1.8232,1.9173,7.4624,0,0.2631,1.2208,10.1135,0,0.0167,0.0564,0.39,0,1.1853,2.0785,12.3163,0,1.8374,0.6599,3.5166,0.0878,1.6973,0.3561,2.7339,0.5881,18.3428,3.4831,27.4279,7.405,0.1064,0.1382,0.7615,0,0.821,0.1432,1.4232,0.4462,14.0687,2.9568,23.124,6.3682,0.9428,1.3779,4.7573,0,0.3733,1.4408,10.1135,0,0.0219,0.0646,0.39,0,1.5955,2.3373,12.3163,0,1.745,0.704,3.5166,0.0878,1.7125,0.3937,2.7339,0.5881,17.8413,3.9151,27.4279,7.405,0.108,0.1445,0.7615,0,0.8313,0.1449,1.4232,0.4462,14.0377,3.3501,23.124,6.3682,0.2881
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,649.13,1126,24.25,19.2245,0.8245,6.6646,4.9587,0.6992,5.7819,607.1001,2.0838,10.4775,2.0294,8.4481,0.0069,0.7201,0.0469,0.3559,0,0.3559,0.0543,5.7066,0.2699,2.5174,0,2.5174,5.1683,542.6692,2.8006,10.2237,0,10.2237,4.443,466.516,1.0621,7.5198,3.1524,4.3673,3.3355,350.2245,0.6383,4.8904,1.9603,2.9301,39.1575,4111.5405,3.145,46.396,33.0117,13.3843,0.0122,1.2801,0.1056,1.0692,0,1.0692,0.9458,99.3112,0.145,1.3089,0.757,0.5519,28.3131,2972.877,4.8971,44.7473,21.1498,23.5975,82.5,33.0202,0.9508,11.1373,9.1924,0.5626,1.9805,2.8853,10.4775,0,0.8525,2.5873,15.1546,0,0.2627,0.4591,2.5934,0,4.3434,3.9652,20.1843,0,3.9256,1.0737,7.5198,1.5573,2.6828,0.8364,4.8904,0.7916,33.5215,6.694,46.396,14.3378,0.0276,0.1138,1.1195,0,1.0027,0.1501,1.4087,0.7398,26.7524,9.0278,53.4728,10.2861,0.2222,0.6127,3.1681,0,1.2437,3.0524,15.1546,0,0.3591,0.4957,2.5934,0,3.9619,4.3539,20.1843,0,3.6862,0.9937,6.098,1.5573,2.3809,0.74,3.9046,0.7916,30.9146,6.2844,44.2179,14.3378,0.0347,0.1169,1.1195,0,1.029,0.1453,1.4087,0.7398,26.0306,10.3284,53.4728,10.2861,0.3047
