Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	8cac9671-9f63-437c-8b6c-fe9070595c1c	Glioma	Glioma	PathAnnotationObject	Polygon	1271.2	1308.7	56.75	28.0932	0.9036	9.8001	7.6564	0.5844	10.4369	2390.0493	2.5195	17.7645	4.7547	13.0098	0.1215	27.8311	0.488	3.4469	0	3.4469	0.0063	1.4408	0.0371	0.3149	0	0.3149	1.4522	332.5536	1.3018	5.1867	0	5.1867	2.2237	509.2205	0.436	3.9726	1.2964	2.6761	1.7288	395.8932	0.3404	3.2629	1.0916	2.1712	18.7475	4293.1729	1.2372	22.3459	15.4368	6.9091	0.272	62.299	0.3796	2.2443	0	2.2443	0.5911	135.3555	0.1304	0.9429	0.4133	0.5296	17.9379	4107.769	3.0583	28.3449	14.0619	14.283	125.25	40.5789	0.9558	13.8642	12	0.428	5.2142	5.2233	17.7645	0	1.2899	3.4399	22.289	0	0.0318	0.0933	0.6979	0	2.5115	2.0109	9.3665	0	1.9846	0.5618	3.9726	0.3069	1.7734	0.4643	3.2629	0.4394	16.9543	3.5383	23.8047	5.499	0.2194	0.2957	2.2443	0	0.633	0.1337	0.955	0.3469	17.6427	5.0052	29.6226	6.2707	0.8171	1.5943	7.4776	0	2.2735	4.4167	22.289	0	0.0532	0.1178	0.6979	0	3.4034	2.0707	9.3665	0	1.7833	0.5774	3.352	0.3069	1.8109	0.5452	3.1892	0.4394	15.4447	4.0996	23.8047	5.499	0.1752	0.189	0.9496	0	0.6683	0.1263	0.955	0.3469	17.3943	6.182	29.6226	6.2707	0.4514	0	90.1336	103.3626	17.4965	48.7696	47.5102	56.3633	7	22.8713	22.717	33.9043	9.8316	185.5702	386.9989
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	e58ffb81-81a4-4fc0-b071-d550b79490d8	Glioma	Glioma	PathAnnotationObject	Polygon	1304.5	1308.8	38	25.6928	0.7234	8.9085	6.3382	0.7255	7.1936	1100.6167	2.3953	14.8099	3.3337	11.4761	0	0	0	0	0	0	0	0	0	0	0	0	4.1349	632.6386	2.3397	9.8884	0	9.8884	2.186	334.4633	0.4271	3.3202	1.1161	2.2041	1.978	302.631	0.5288	3.2809	0.915	2.3659	18.3656	2809.9426	3.2892	24.4175	10.1755	14.242	0.1441	22.0541	0.1295	0.5823	0	0.5823	0.7118	108.9018	0.2046	1.1513	0.3221	0.8292	15.7051	2402.873	2.6689	24.6795	10.2626	14.417	98.75	37.7598	0.8703	13.4408	10	0.6927	4.0022	3.5919	14.8099	0	0.0729	0.3656	3.0111	0	0.0473	0.114	0.6571	0	5.3959	3.2104	16.7665	0	2.1454	0.436	3.3483	1.1161	2.3276	0.6913	4.6996	0.915	17.4445	3.1592	25.5521	10.1755	0.1361	0.1339	0.7154	0	0.7723	0.1992	1.1756	0.3221	16.5106	3.1349	27.851	10.2626	1.9846	2.6306	11.7696	0	0.119	0.4616	3.0111	0	0.0771	0.1376	0.6571	0	6.1931	3.4278	16.7665	0	2.1197	0.4404	3.3483	1.1857	2.5486	0.6916	4.6996	1.3022	16.8621	2.9349	25.5521	11.8556	0.131	0.1366	0.7154	0	0.8106	0.1862	1.1756	0.3603	17.0198	3.3018	27.851	10.9851	0.3771	0	72.7186	86.28	48.5602	67.5119	62.7426	87.412	7	45.7365	32.9922	95.1449	8.4315	168.902	331.5279
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	c636a16d-8767-4690-9771-1a329a011a66	Negative	Negative	PathAnnotationObject	Polygon	1029.5	1307.4	30	19.5363	0.9877	6.5518	5.6569	0.3913	6.0042	726.5028	1.6328	9.7059	2.3516	7.3543	0.0132	1.5943	0.0541	0.4105	0	0.4105	0.001	0.1235	0.0077	0.0751	0	0.0751	3.6458	441.1461	1.7931	8.3938	0.4874	7.9064	1.4277	172.7576	0.3637	2.33	0.3445	1.9855	1.7376	210.2539	0.4176	3.4196	0.9523	2.4673	11.0179	1333.162	1.7692	17.0013	7.7939	9.2074	0.437	52.8739	0.2729	1.2193	0.0064	1.2129	0.7322	88.5972	0.1745	1.1337	0.4438	0.6899	15.0161	1816.9486	1.8764	20.7255	11.9694	8.7562	73.25	31.5292	0.926	10.4863	8.7192	0.5087	2.6921	3.0209	9.7059	0	0.1738	0.4622	2.8329	0	0.0137	0.0549	0.3738	0	3.4315	2.0625	12.53	0.0313	1.4623	0.3964	2.6602	0.0996	1.895	0.4302	3.4196	0.9523	11.4239	1.9021	18.2211	7.7939	0.3341	0.2711	1.2193	0	0.7805	0.1629	1.1848	0.4438	14.9528	2.2097	21.3096	10.0155	0.415	0.8986	6.0742	0	0.2842	0.5738	2.8329	0	0.0224	0.0697	0.3738	0	3.2842	2.2219	12.53	0.0313	1.486	0.4168	2.6602	0.0996	2.0032	0.4057	3.3637	1.3665	11.703	1.9445	18.2211	8.4126	0.2634	0.2467	1.0796	0	0.8137	0.1458	1.1848	0.5865	14.9092	2.4166	21.3096	10.0155	0.3876	5.8626	83.8338	61.7206	25.0664	0	76.4639	66.0686	6	13.5822	15.0039	18.0001	5.8659	67.7567	125.9779
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	a7865f87-e05c-48a9-8856-d171924bbd22	Glioma	Glioma	PathAnnotationObject	Polygon	555.01	1311.1	20.75	20.573	0.6161	8.1441	3.7318	0.8869	5.2161	464.231	1.3873	9.2951	2.3813	6.9137	0	0	0	0	0	0	0.0335	2.9773	0.0741	0.3111	0	0.3111	0.1195	10.6362	0.4045	2.653	0	2.653	1.8414	163.8877	0.3391	2.6429	1.2605	1.3824	1.4143	125.8758	0.3501	2.2819	0.8882	1.3937	15.0171	1336.5177	1.8748	20.2576	11.3825	8.8751	0.1327	11.8109	0.1664	0.7338	0	0.7338	0.7579	67.4493	0.1509	1.045	0.4885	0.5566	9.8719	878.6028	1.1117	13.378	7.9413	5.4368	71.5	33.435	0.8037	12.8039	8.0139	0.7805	3.7831	3.5903	19.4383	0	0.004	0.0473	0.7364	0	0.153	0.2137	1.0663	0	0.4773	0.8049	3.3909	0	1.7069	0.4043	2.8798	0.8049	1.4873	0.3846	3.13	0.7681	14.1783	3.5259	24.8955	7.4749	0.1666	0.1854	0.9246	0	0.7265	0.1643	1.1467	0.4336	9.4973	1.7234	14.7862	5.7987	3.139	4.0632	19.4383	0	0.0058	0.0569	0.7364	0	0.2068	0.2334	1.0663	0	0.6381	0.8853	3.3909	0	1.6464	0.4172	2.8798	0.8049	1.52	0.3957	3.13	0.7681	13.8013	4.0022	24.8955	7.4749	0.1819	0.1919	0.9246	0	0.7124	0.1684	1.1467	0.4336	9.3289	1.9152	14.7862	5.7987	0.3031	0	47.2329	33.9286	18.1571	20.1274	13.2439	8.9609	7	38.6711	18.1578	115.4378	8.9666	64.2614	109.4647
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	92ab6cfd-54ba-47fa-bc1b-73163da125cb	PVC	PVC	PathAnnotationObject	Polygon	828.16	1308.5	33.25	21.5752	0.8976	7.4664	5.7018	0.6796	12.3781	1708.1754	4.0817	18.8283	4.3863	14.4419	0	0	0	0	0	0	2.9358	405.1454	1.2142	7.0477	0.6285	6.4192	3.6615	505.2932	1.9379	8.4315	0	8.4315	1.9316	266.5594	0.6653	3.9448	0.7792	3.1656	10.6225	1465.9092	2.944	22.0641	6.6256	15.4385	7.0474	972.5385	0.8074	8.832	4.7794	4.0525	4.0307	556.2408	3.2124	9.5229	0.0066	9.5163	0.3722	51.3699	0.1385	0.8114	0.1861	0.6253	17.4805	2412.3037	3.7047	23.538	9.9758	13.5622	96.5	35.5359	0.9603	11.9136	10	0.5177	5.0192	6.1402	18.8283	0	0.0731	0.2372	1.5873	0	2.246	1.7033	7.0477	0.0101	1.92	1.9625	8.4315	0	1.7128	0.6999	4.1318	0.3643	6.8154	4.5978	22.0641	0.4463	6.0188	1.7416	9.5236	0.9503	3.3476	3.3741	10.8688	0	0.422	0.1419	0.8114	0.1597	13.5692	4.6586	23.538	3.3308	0.9243	1.5602	7.672	0	0.1138	0.2881	1.5873	0	1.8621	1.8139	6.7239	0.0101	0.9509	1.1327	4.1122	0	1.5911	0.6903	4.1318	0.3643	4.697	3.9421	20.7646	0.4463	5.4465	1.8564	9.5236	0.9503	2.9674	3.4081	10.8688	0	0.4496	0.1365	0.7315	0.1597	11.3927	3.5934	21.6758	3.3308	0.3558	14.8554	0	27.8259	21.5184	16.3161	34.4544	42.5425	7	20.4417	20.054	26.9268	14.8596	155.3816	235.8351
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	d7da9620-1564-4411-a76d-29108887f5dc	Negative	Negative	PathAnnotationObject	Polygon	1104	1308.5	14.5	14.4728	0.8699	5.5705	3.3169	0.8157	3.7338	224.0285	1.458	7.0805	1.4502	5.6303	0.1908	11.4496	0.4027	1.857	0	1.857	0.0219	1.3128	0.0529	0.3078	0	0.3078	3.9222	235.3303	0.577	5.0263	2.864	2.1624	1.5379	92.274	0.2567	2.2468	1.0027	1.2441	1.6279	97.6753	0.1969	2.0474	1.2357	0.8117	11.665	699.9001	0.9423	13.1953	9.1372	4.0581	0.2013	12.0794	0.1579	0.7312	0	0.7312	0.8572	51.4294	0.1523	1.1467	0.5842	0.5625	15.8684	952.1053	1.5477	18.9476	12.2269	6.7207	57	27.61	0.9396	10.0591	7.5174	0.6643	1.145	1.7591	7.0805	0	0.9127	1.3577	6.4465	0	0.0205	0.0507	0.3078	0	5.0802	2.2987	15.3894	0.7805	1.4143	0.4032	2.4251	0.2931	1.8018	0.3555	2.846	0.784	10.8831	1.5375	13.8876	5.1792	0.184	0.1496	0.7312	0	0.7984	0.1664	1.1973	0.3225	15.5694	2.6159	20.8363	7.2241	0.2258	0.4576	2.2077	0	1.169	1.4807	6.4465	0	0.02	0.05	0.2652	0	5.4913	2.5308	15.3894	0.7805	1.3705	0.436	2.4251	0.2931	1.8635	0.3785	2.846	0.784	10.6054	1.6126	13.8876	5.1792	0.1779	0.1465	0.6335	0	0.7775	0.1666	1.1973	0.3225	15.4632	2.8986	20.8363	7.2241	0.2488	9.4742	138.9262	77.6628	46.099	0	62.8084	56.8319	6	17.3187	15.8911	26.5812	9.4746	118.1184	177.9071
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	3a446998-9bb5-40e3-80cd-2bd8c3bb4803	Astrocyte	Astrocyte	PathAnnotationObject	Polygon	1253.9	1311.2	64	29.7407	0.9093	10.0063	8.5094	0.5255	6.789	1758.3617	1.8228	10.9391	2.697	8.2422	0.0178	4.6204	0.0764	0.6532	0	0.6532	0.0265	6.8554	0.0852	0.6616	0	0.6616	4.2239	1093.9867	1.503	8.8541	0.5806	8.2735	1.5165	392.7769	0.251	2.2888	0.8634	1.4254	1.5832	410.0433	0.256	2.3249	1.049	1.276	12.4704	3229.8389	1.32	16.0409	9.4173	6.6236	0.1406	36.4231	0.1347	0.6536	0	0.6536	0.9364	242.5154	0.0879	1.14	0.6828	0.4572	16.2393	4205.9844	1.8988	20.8282	12.6607	8.1675	136.75	42.3278	0.9591	14.2282	12.2565	0.4384	3.4569	3.4524	10.9391	0	0.0861	0.3089	2.4537	0	0.0777	0.1533	0.9966	0	4.6709	2.1284	11.5799	0	1.5215	0.3002	2.5431	0.7712	1.6306	0.415	2.9726	0.4142	12.393	1.8917	16.8774	6.1215	0.1433	0.1277	0.6536	0	0.8768	0.1683	1.1933	0.336	15.5741	2.7198	21.8423	7.1948	0.4809	0.8925	4.1741	0	0.147	0.4097	2.4537	0	0.1235	0.1834	0.9966	0	5.0702	2.4968	11.5799	0	1.526	0.3385	2.5431	0.7712	1.673	0.514	2.9726	0.4142	12.3238	2.2848	16.8774	6.1215	0.1456	0.1212	0.6251	0	0.8236	0.202	1.1933	0.336	14.98	3.1714	21.8423	7.1948	0.4704	11.8324	103.6276	86.4721	0.01	47.3086	49.1586	42.2698	5	13.7736	13.2078	17.4903	11.8342	77.9655	115.1588
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	096253df-e32a-4098-8b0d-dd2111062909	Glioma	Glioma	PathAnnotationObject	Polygon	1071.4	1311.7	45.75	24.6574	0.9456	8.3984	6.8193	0.5258	10.2134	1889.4751	3.1564	19.591	3.9316	15.6594	0.0028	0.5174	0.0267	0.3412	0	0.3412	0.005	0.9232	0.0266	0.2721	0	0.2721	1.3445	248.7286	1.405	6.2671	0	6.2671	1.7341	320.8134	0.3192	2.6375	0.9487	1.6888	1.9167	354.598	0.3962	3.2373	1.3618	1.8755	17.0077	3146.4314	1.9029	19.9983	9.2555	10.7428	0.2933	54.2675	0.2249	1.3106	0	1.3106	0.5426	100.383	0.1229	0.8406	0.3132	0.5274	14.1306	2614.1677	1.3597	19.9898	9.9353	10.0545	110	38.0233	0.9561	12.7156	11.2804	0.4817	4.7289	5.202	19.591	0	0.0462	0.2213	1.9441	0	0.0276	0.0734	0.5857	0	2.3823	1.6983	7.6144	0	1.5989	0.3745	3.06	0.8444	2.1834	0.5416	4.2764	1.1331	15.2331	3.4597	25.4545	6.865	0.2777	0.2291	1.3106	0	0.6425	0.1424	0.9848	0.3132	13.6933	2.0644	22.0609	8.4975	0.7809	1.4394	7.453	0	0.0774	0.2855	1.9441	0	0.0439	0.0902	0.5857	0	3.1294	1.487	7.6144	0	1.5015	0.3815	3.06	0.8444	2.3753	0.5515	4.2764	1.1331	13.9556	3.7553	25.4545	6.865	0.2664	0.2318	1.1914	0	0.7145	0.1079	0.9848	0.3905	13.3784	2.4031	22.0609	8.4975	0.4113	0	114.3808	94.2537	34.5811	11.9587	82.8395	86.062	5	16.8335	14.2281	32.0931	11.0286	121.0232	236.8844
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	1702c79b-1a7c-4e06-b37b-73e6c6d59885	Glioma	Glioma	PathAnnotationObject	Polygon	1113.3	1311.6	60.5	30.1785	0.8348	10.8282	7.3791	0.7062	6.6141	1620.4541	2.515	14.2492	1.7208	12.5284	0	0	0	0	0	0	0.0172	4.2022	0.0706	0.5921	0	0.5921	0.0537	13.1453	0.2316	1.6512	0	1.6512	1.4179	347.3833	0.4133	2.4746	0.7276	1.747	1.4373	352.1403	0.2629	2.1894	0.8531	1.3363	19.2724	4721.7275	3.2012	27.3279	12.1853	15.1426	0.4828	118.2877	0.2434	1.2874	0.0014	1.286	0.4409	108.0167	0.1494	0.9319	0.2382	0.6937	11.9559	2929.1836	1.6445	16.7935	9.0015	7.792	134.5	42.9732	0.9152	15.4187	11.6133	0.6561	3.3213	3.5297	14.2492	0	0.0432	0.1678	1.1948	0	0.0375	0.0919	0.5921	0	0.6585	1.1069	4.9131	0	1.3746	0.4344	2.6839	0.3985	1.4716	0.4378	2.5526	0.1797	16.2842	5.0188	27.3279	2.6764	0.4489	0.3451	2.226	0	0.5229	0.1922	1.0194	0.169	11.45	2.3438	16.7935	3.3555	0.5865	1.0256	4.7405	0	0.079	0.2209	1.1948	0	0.0543	0.1036	0.5016	0	1.1609	1.2821	4.9131	0	1.3387	0.4487	2.6839	0.3985	1.5001	0.5406	2.5526	0.1797	13.8026	4.9045	26.6462	2.6764	0.4207	0.4091	2.226	0	0.591	0.1974	1.0194	0.169	11.0299	2.7269	15.4424	3.3555	0.4485	0	148.1702	68.478	49.8222	9.4742	54.2512	52.3166	6	14.184	14.1787	20.3791	9.4746	72.9779	106.6567
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	46ecf76a-bf74-48e5-826b-4fc476983eab	Glioma	Glioma	PathAnnotationObject	Polygon	995.47	1313.2	75.75	34.1771	0.8149	12.4426	8.7786	0.7394	7.9536	2417.8987	2.3105	14.8415	2.9694	11.8721	0.0008	0.2333	0.0134	0.2333	0	0.2333	0.003	0.925	0.028	0.3318	0	0.3318	0.4793	145.705	0.7572	3.9872	0	3.9872	1.633	496.4365	0.397	3.1191	0.8503	2.2688	1.694	514.9672	0.3902	2.6732	0.9503	1.723	16.3655	4975.1074	3.0008	23.8278	11.4505	12.3773	0.4554	138.4538	0.2577	1.4758	0.02	1.4559	0.5443	165.4804	0.1635	0.95	0.301	0.649	12.2781	3732.5576	1.8154	16.8137	8.957	7.8568	154	45.8263	0.9215	16.2282	12.9822	0.5756	4.5147	3.9315	14.8415	0	0.0138	0.0912	1.2696	0	0.0155	0.0559	0.5423	0	1.0545	1.2319	5.7602	0	1.6144	0.4173	3.2155	0.7352	1.9501	0.5038	3.9807	0.9503	16.1229	3.3663	24.5619	9.3242	0.415	0.2599	1.4758	0	0.6391	0.1615	0.9803	0.301	12.7997	1.8881	18.4555	8.3598	1.1533	1.5696	6.999	0	0.0265	0.1264	1.2696	0	0.0276	0.0716	0.5423	0	1.6169	1.343	5.7602	0	1.5961	0.4362	3.2155	0.7352	2.2004	0.4761	3.9807	1.1289	15.8858	3.6781	24.5619	9.3242	0.3755	0.2564	1.4448	0	0.7318	0.0899	0.9803	0.5576	13.3096	1.8198	18.4555	8.3598	0.4892	0	77.5219	41.1573	45.8814	19.2571	50.6472	39.6214	8	25.5968	27.9396	35.0352	11.5442	216.2906	446.1672
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	36ad5a90-a638-4976-ad42-c182be8ca4e4	Glioma	Glioma	PathAnnotationObject	Polygon	1146	1312.7	45.5	24.9632	0.9175	8.7854	7.128	0.5096	4.7588	870.8604	1.4643	8.8061	2.3012	6.5049	0.036	6.5916	0.2569	3.1657	0	3.1657	0.0018	0.323	0.014	0.161	0	0.161	1.7156	313.9622	1.2857	5.6066	0	5.6066	2.0047	366.8601	0.416	3.1154	1.1301	1.9853	1.804	330.1349	0.4693	3.1613	0.9509	2.2104	17.9447	3283.8865	1.9746	22.3846	12.3332	10.0513	0.3287	60.1471	0.2739	1.4175	0	1.4175	0.621	113.644	0.1746	0.9792	0.3288	0.6504	16.2579	2975.2026	2.4565	22.9477	11.9498	10.9979	114.75	38.8984	0.953	13.2208	11.4951	0.445	2.0166	2.4429	8.8061	0	0.5358	1.649	9.7738	0	0.0657	0.1486	1.0088	0	2.8751	1.7657	9.4931	0	1.8002	0.4566	3.1154	0.5465	2.1178	0.527	3.7193	0.9509	16.0994	2.9479	22.4441	8.5818	0.2435	0.2439	1.4175	0	0.7014	0.1576	1.0914	0.3288	15.6666	2.9055	24.3029	8.6464	0.218	0.5434	2.8746	0	0.8636	2.0478	9.7738	0	0.1076	0.179	1.0088	0	3.6356	1.6194	9.4931	0	1.6661	0.4323	2.9543	0.5465	2.3235	0.4573	3.7193	1.2389	14.8891	2.8542	22.4441	8.5818	0.1876	0.204	1.1159	0	0.7541	0.1191	1.0914	0.4337	15.2788	3.1093	24.3029	8.6464	0.3917	0.01	171.737	43.1116	45.1988	15.7986	22.9681	39.8691	7	24.9322	24.2979	34.9313	13.7053	188.0783	395.5942
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	3c80ae9a-294f-44d3-a9ff-6fdc476fc3ae	Glioma	Glioma	PathAnnotationObject	Polygon	1056.8	1312.2	35.75	21.3994	0.981	7.431	6.0562	0.5612	9.738	1382.7898	3.2703	17.8348	3.8686	13.9662	0.08	11.3554	0.3725	2.9826	0	2.9826	0.0019	0.2713	0.0228	0.2713	0	0.2713	2.326	330.2889	1.1886	4.8816	0	4.8816	1.5313	217.4384	0.2794	2.2087	1.0176	1.1911	1.7991	255.4665	0.2867	2.5191	1.1834	1.3357	14.7117	2089.0579	1.253	17.6401	10.9807	6.6594	0.2932	41.6304	0.1872	0.8949	0	0.8949	0.6082	86.3705	0.109	0.9166	0.4545	0.4621	14.1931	2015.4186	1.9198	21.4163	11.4046	10.0117	92.25	34.5723	0.9699	11.8119	10	0.4641	4.252	4.8807	17.8348	0	0.293	0.8818	5.8594	0	0.0314	0.0659	0.3828	0	3.2468	1.4731	8.071	0	1.4715	0.2894	2.2535	0.709	1.9369	0.3659	3.1293	1.0575	13.3715	2.0039	17.6401	7.0582	0.2723	0.1868	0.9123	0	0.6732	0.1043	0.9242	0.4545	14.0952	2.3614	22.0098	8.1879	0.8797	1.403	6.3231	0	0.424	1.0618	5.8594	0	0.0496	0.0764	0.3828	0	3.8129	1.341	8.071	1.06	1.4348	0.2899	2.2535	0.709	2.0217	0.3836	3.1293	1.0575	12.5477	1.9344	17.1706	7.0582	0.2595	0.1859	0.9123	0	0.7131	0.0781	0.9242	0.4622	14.0351	2.598	22.0098	8.1879	0.3791	0	104.0696	80.919	39.2033	24.7069	89.4354	89.5325	7	22.2224	14.8607	34.2472	13.0877	159.3239	336.798
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	b951653c-f459-4b0c-ae12-3bd87cafff8c	Astrocyte	Astrocyte	PathAnnotationObject	Polygon	714.73	1313.3	38.25	23.0629	0.9037	7.598	6.8928	0.3902	10.239	1597.2856	3.5599	20.0855	4.1908	15.8947	0.2128	33.1955	0.6049	3.3026	0	3.3026	0.0468	7.3067	0.1061	0.5618	0	0.5618	2.5974	405.1882	1.219	6.8363	0.0348	6.8016	1.7912	279.4296	0.3907	2.8848	0.9784	1.9065	1.9374	302.2341	0.3173	3.3117	1.3254	1.9864	11.7555	1833.8505	1.0698	14.2326	9.4784	4.7542	0.1256	19.5915	0.148	0.6836	0	0.6836	0.894	139.4689	0.0858	1.1442	0.6404	0.5038	15.9877	2494.0818	2.8	22.3326	11.0987	11.2339	105.75	36.9596	0.9728	12.122	11.3137	0.2611	4.4201	5.1062	20.0855	0	0.536	1.0082	4.6277	0	0.2108	0.2593	1.0792	0	2.9519	1.5375	7.4932	0	1.8098	0.3826	3.0297	0.9784	2.0383	0.4167	3.3634	1.1534	11.5117	1.1196	14.2326	8.474	0.1184	0.1603	1.0045	0	0.7874	0.1419	1.1442	0.4555	14.5857	3.1043	22.3326	7.8154	1.0203	1.5874	6.2669	0	0.7249	1.1412	4.6277	0	0.3066	0.274	1.0792	0	3.159	1.6636	7.4932	0	1.8206	0.3781	3.0297	1.0098	2.0973	0.4553	3.3634	1.1534	11.3693	1.1253	13.9615	8.474	0.1142	0.1672	1.0045	0	0.7251	0.1307	1.0307	0.4555	13.7665	2.9823	20.8207	7.8154	0.3592	12.4588	72.2887	54.558	0	13.4419	57.7922	37.4582	5	15.6518	13.4379	20.048	12.4674	115.5512	190.1577
